NATIONAL,NAT_CODE,MARKET,MKT_CODE,DMA_NAME,DMA_CODE,STORE_NO,STORE_CODE
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,1159,STY1159
TOTAL,TOTUS,EMERGING,MEMER,UTICA,DUTI01,1500,SUT1500
TOTAL,TOTUS,EMERGING,MEMER,UTICA,DUTI01,1591,SUT1591
TOTAL,TOTUS,EMERGING,MEMER,VICTORIA,DVIC01,262,SVI0262
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,11,SWA0011
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,22,SWA0022
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,35,SWA0035
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,77,SWA0077
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,253,SWA0253
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,423,SWA0423
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,502,SWA0502
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,710,SWA0710
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,1066,SWA1066
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,1100,SWA1100
TOTAL,TOTUS,EMERGING,MEMER,WACO-TEMPLE-BRYAN,DWAC01,1354,SWA1354
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,75,SWA0075
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,103,SWA0103
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,238,SWA0238
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,709,SWA0709
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,737,SWA0737
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,786,SWA0786
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,810,SWA0810
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,825,SWA0825
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,839,SWA0839
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1055,SWA1055
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1080,SWA1080
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1129,SWA1129
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1140,SWA1140
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1207,SWA1207
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1210,SWA1210
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1214,SWA1214
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1227,SWA1227
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1228,SWA1228
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1242,SWA1242
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1295,SWA1295
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1298,SWA1298
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1326,SWA1326
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1342,SWA1342
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1372,SWA1372
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1404,SWA1404
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1425,SWA1425
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1428,SWA1428
TOTAL,TOTUS,EMERGING,MEMER,"WASHINGTON, DC (HAGRSTWN)",DWAS01,1462,SWA1462
TOTAL,TOTUS,EMERGING,MEMER,WEST PALM BEACH-FT. PIERCE,DWES01,670,SWE0670
TOTAL,TOTUS,EMERGING,MEMER,WEST PALM BEACH-FT. PIERCE,DWES01,1041,SWE1041
TOTAL,TOTUS,EMERGING,MEMER,WEST PALM BEACH-FT. PIERCE,DWES01,1122,SWE1122
TOTAL,TOTUS,EMERGING,MEMER,WEST PALM BEACH-FT. PIERCE,DWES01,1201,SWE1201
TOTAL,TOTUS,EMERGING,MEMER,WEST PALM BEACH-FT. PIERCE,DWES01,1312,SWE1312
TOTAL,TOTUS,EMERGING,MEMER,WEST PALM BEACH-FT. PIERCE,DWES01,1466,SWE1466
TOTAL,TOTUS,EMERGING,MEMER,WICHITA FALLS & LAWTON,DWIC01,123,SWI0123
TOTAL,TOTUS,EMERGING,MEMER,WICHITA FALLS & LAWTON,DWIC01,1095,SWI1095
TOTAL,TOTUS,EMERGING,MEMER,WICHITA-HUTCHINSON PLUS,DWIC01,838,SWI0838
TOTAL,TOTUS,EMERGING,MEMER,WILMINGTON,DWIL01,1413,SWI1413
TOTAL,TOTUS,EMERGING,MEMER,YAKIMA-PASCO-RCHLND-KNNWCK,DYAK01,489,SYA0489
TOTAL,TOTUS,EMERGING,MEMER,YAKIMA-PASCO-RCHLND-KNNWCK,DYAK01,556,SYA0556
TOTAL,TOTUS,EMERGING,MEMER,YUMA-EL CENTRO,DYUM01,857,SYU0857
